iter,prevalence,prob_nonhome,los_red,cost_inpt,cost_irf,cost_snf,cost_ltch,cost_intervention,delta_cost_per_patient,bed_days_saved_per_10K
6015,0.16124,0.803748,0.178754,1316.870421,1857.188032,426.750209,1939.66374,56.96494,28.770346754918663,288.2241683198589
6016,0.162288,0.803435,0.947518,2500.661155,2387.121239,429.418246,1788.177576,128.409024,363.6894925590236,1537.70833517463
6017,0.163246,0.805725,0.73594,4316.086974,1666.202373,693.319761,1747.407304,52.287228,509.9967005040743,1201.394683712122
6018,0.161906,0.804242,1.372958,3381.81677,2036.705271,874.098553,1415.422257,106.851762,734.4460526150394,2222.9058606817957
6019,0.162706,0.802219,0.0,2538.721276,1332.078128,372.302243,1660.8383,116.378658,-18.935557282372102,0.0
6020,0.16219,0.802467,2.252995,3179.309011,1762.211862,436.156779,2652.489697,55.328998,1152.7858825771048,3654.1263299147017
6021,0.162278,0.804969,0.776973,1906.602891,1975.28754,539.264711,1715.02665,42.474212,233.50271979500104,1260.8569891811549
6022,0.161898,0.805365,1.805007,2502.318324,1752.524882,436.720133,1929.128688,52.616079,722.7253712113056,2922.2652845466782
6023,0.161997,0.805145,1.361479,1108.750654,1980.527494,460.890782,1541.173693,41.60421,237.80053676666492,2205.547950525357
6024,0.162708,0.804718,1.160223,2985.440335,1238.253673,415.1363,2207.96717,144.432021,540.0856383118983,1887.7816733292398
6025,0.162123,0.803919,1.117587,2917.181687,1621.699338,687.968235,1570.041193,125.688697,508.1757971521928,1811.861010099126
6026,0.161787,0.801885,1.036727,3101.367027,1959.114754,772.677418,2574.233006,283.014726,474.39991869453064,1677.2858649001032
6027,0.161765,0.803323,0.756762,2672.956481,1940.611857,493.715718,1542.381746,281.427069,281.69169238698146,1224.1752588090617
6028,0.162298,0.80431,1.209935,3726.99506,1506.472208,592.772999,1174.427127,209.751648,697.8260127169276,1963.6950965472215
6029,0.162816,0.806889,0.898115,2865.612804,1951.66692,400.906424,1697.799524,313.294944,368.0224229729018,1462.2768996415973
6030,0.162304,0.804987,1.272849,2037.00739,1580.400613,322.866015,1164.519135,70.039233,409.45398643183216,2065.8816579472787
6031,0.161863,0.801868,1.204916,2863.130271,2190.179413,1259.953734,2291.876302,43.021954,551.4364229392377,1950.3132404943724
6032,0.162165,0.803812,0.799148,2782.52029,1679.016956,431.491324,1537.714615,198.748411,328.3673160095651,1295.937923199885
6033,0.162071,0.803958,0.747509,1964.280111,811.371247,627.242882,3046.14746,38.126088,231.79238607224116,1211.4948085011763
6034,0.161726,0.804984,1.133135,2704.018956,1041.133173,545.023971,1698.736044,71.782509,483.9235980084528,1832.5785846153553
6035,0.163039,0.806139,1.210171,1726.782467,1130.963248,854.32038,1682.799391,101.2064,324.20212332532054,1973.0493494918114
6036,0.161917,0.805654,0.752589,1847.106905,1853.520881,373.030918,1712.149089,107.175173,207.72901429551385,1218.5675968776043
6037,0.162817,0.804051,0.495598,1975.286293,1184.207589,453.127818,2487.096557,225.954737,122.6002341640547,806.9187122975163
6038,0.162498,0.806186,1.126758,2809.892377,1769.069598,363.193155,867.60034,120.194707,494.94731460148665,1830.9550873138994
6039,0.162773,0.803724,1.176723,1363.526843,1133.336381,335.265276,2088.686522,82.617187,247.7207435713538,1915.3903528067428
6040,0.162722,0.804613,1.057928,4632.604486,1548.59167,488.13375,3071.306666,24.987232,793.4289043458131,1721.4827643257133
6041,0.162553,0.803874,0.952712,4176.056966,1178.416599,282.021933,1905.191307,22.764407,643.0292454857911,1548.6610233423717
6042,0.161635,0.803192,1.396964,2049.097419,926.391068,518.320337,1229.559584,83.83993,449.13205228651344,2257.9870614421698
6043,0.162418,0.805859,0.513594,2317.746574,2212.256058,362.952325,2735.596909,78.274535,180.6255861506818,834.1669385928022
6044,0.162612,0.804223,0.581002,2677.865335,1030.372211,689.397095,2121.033633,41.82134,246.19870603812615,944.7800196135065
6045,0.161561,0.803928,0.71343,1870.136451,903.31425,829.879237,2803.55025,353.743131,158.40598617920327,1152.628467994792
6046,0.161985,0.805651,0.941666,2189.512663,870.774544,247.929273,2013.817637,120.266665,314.4978343223014,1525.358835353968
6047,0.161705,0.803447,0.682432,2859.948285,1318.600177,476.983823,1626.54045,92.68024,300.61525374939094,1103.5237002975518
6048,0.161989,0.805399,0.693006,2560.312529,1094.220926,327.803699,1751.752096,43.14491,280.4307741794628,1122.596502541886
6049,0.162454,0.805555,1.453231,1441.72629,1721.649522,368.132466,1891.96728,56.243825,331.2305187080847,2360.8333959362576
6050,0.162501,0.804936,0.958733,3186.369565,1179.812239,315.959336,2261.596926,54.443428,487.57422160407594,1557.9528116709373
6051,0.162149,0.805172,1.401036,4112.206978,1743.465082,424.440534,1544.872965,33.271655,928.8008661658821,2271.762659060033
6052,0.161144,0.804564,1.002357,3011.600136,1900.070976,433.741474,1850.65024,54.022182,477.73826795825596,1615.232999060703
6053,0.16214,0.803241,0.643861,1987.851293,1458.486553,439.153513,1295.642247,153.545957,182.6270217283446,1043.9562127051283
6054,0.162793,0.803226,1.553612,1986.118371,2490.932862,337.852186,1718.142965,242.20893,462.89340979930495,2529.171050003946
6055,0.161926,0.804799,0.79809,2023.887763,1547.477169,251.409908,2017.317975,17.926818,258.64740584461464,1292.315855572428
6056,0.16162,0.804107,1.169326,2832.978603,1037.140562,519.889002,2305.334023,152.001525,510.827273630969,1889.8615343546523
6057,0.162165,0.805855,1.367446,2710.487275,1328.66297,860.477459,2258.278441,235.085301,562.9316928041663,2217.5134582547357
6058,0.162771,0.807224,0.905371,2839.054932,1621.039981,590.065832,2858.835199,19.848359,415.1565399139756,1473.6850651661605
6059,0.162254,0.802568,0.873421,2760.139782,1033.152953,656.148522,1528.829379,121.329498,371.47081643015144,1417.1639105790907
6060,0.16225,0.803643,0.608102,4814.722045,2195.256959,434.100269,1361.368805,73.143851,463.1732527222564,986.6422321772083
6061,0.162581,0.805323,1.051977,3017.644256,1422.223359,511.314416,1783.800956,14.992834,513.6743180694727,1710.3138186744366
6062,0.162195,0.806471,0.616442,1336.788712,740.592983,564.056738,2086.631112,94.700849,118.2973469478313,999.8390358043879
6063,0.162932,0.805838,0.860962,1230.798065,1945.184821,286.108558,1706.456066,332.812894,118.42799156767225,1402.778632619007
6064,0.161688,0.805419,0.819605,1360.450672,2310.372692,407.489334,1244.153476,23.819874,176.4363173322767,1325.205819306761
6065,0.161805,0.803957,0.714594,2424.529311,1336.222174,476.940776,1860.092265,40.69147,273.75184255281306,1156.2488483716788
6066,0.162402,0.804003,1.130636,2140.049597,998.863825,458.366809,1376.23445,129.131316,371.97886542101065,1836.1725021370085
6067,0.161997,0.804846,1.56884,1749.898101,1842.287646,347.21322,1886.583333,150.955589,420.2783150772926,2541.4777786525738
6068,0.162438,0.804351,1.387114,1071.712533,1242.73063,618.883616,1078.322295,190.622955,210.51331426034434,2253.194277778978
6069,0.160939,0.804429,0.026418,3354.969184,1920.736698,526.223695,2452.84879,315.234268,-36.46914854476083,42.51682153065879
6070,0.161855,0.802378,1.018186,2143.922168,1223.255749,559.50937,1220.535952,97.858378,337.4760268552191,1647.983708670569
6071,0.161319,0.802692,2.107129,3703.534986,1911.834955,567.617741,1484.203873,189.344283,1228.3573198180748,3399.190444584475
6072,0.162479,0.804223,1.043965,2361.152613,1074.760094,415.67063,2622.14523,37.608904,394.39417597574356,1696.2259754229592
6073,0.16224,0.805848,0.832645,1942.522452,2544.217361,881.714717,1936.475399,67.041098,251.5346015500414,1350.8791950090542
6074,0.162154,0.8032,1.637305,1835.220344,1479.518859,683.786169,2643.716365,89.029373,472.8064384670772,2654.955914172846
6075,0.161865,0.806303,0.985359,1710.181299,2771.741849,466.147954,2147.391684,221.054303,236.98405392374121,1594.94749674774
6076,0.161713,0.805276,1.58353,2604.102248,1700.408213,399.697113,2254.772251,163.321726,640.4387704963394,2560.7671450625708
6077,0.162012,0.805382,0.914448,1785.813706,1165.171138,339.206592,1813.97925,72.8484,252.7690577519092,1481.517261923453
6078,0.162268,0.80589,1.206185,2414.619542,1219.787923,515.673386,2724.14492,216.406837,437.4863231570643,1957.2534265085008
6079,0.161612,0.805505,0.680438,3949.438879,2980.449676,700.360246,1780.678512,83.374035,420.83239555683326,1099.6666207238072
6080,0.16263,0.807219,1.497057,1379.361421,1126.319926,368.05992,1270.117375,19.944114,332.58440660011235,2434.6622306143895
6081,0.161564,0.804789,0.973591,1855.488042,840.540046,488.06712,2765.768631,16.274192,289.2346613830464,1572.9769481317476
6082,0.162292,0.807546,1.063516,1936.530402,957.515159,523.443669,2660.474138,45.276629,326.8967550441354,1725.9980665514954
6083,0.161979,0.805814,1.465918,2519.14334,1627.305135,418.358901,1485.581158,418.496579,530.378266089224,2374.4818149712805
6084,0.163646,0.804603,1.22882,2286.851216,1699.590595,565.434965,1407.02873,121.065025,440.0545842149625,2010.9152288004482
6085,0.162027,0.802545,0.913542,2309.184301,1861.442706,357.30787,3124.17973,48.265912,333.9821865260293,1480.1875194610177
6086,0.16078,0.804162,0.304464,3442.138005,1157.574275,273.240933,2205.975047,38.914127,162.24227615629215,489.518128222356
6087,0.161915,0.805355,0.94378,1969.590317,1025.462309,687.868034,1574.330008,69.641964,289.7012608522832,1528.1215448365583
6088,0.161608,0.807766,0.82024,1600.487783,2599.548495,443.114472,1886.926567,265.849722,169.19320752767138,1325.5752997273191
6089,0.162338,0.80552,1.007508,2161.220799,1891.928899,515.456521,1475.452476,79.887085,340.513059555098,1635.565187376803
6090,0.161699,0.804545,0.89402,2820.705317,1019.170914,520.914246,2085.953837,278.70042,362.7013920378815,1445.6204977174716
6091,0.161903,0.80706,1.625616,1734.198484,1354.559342,547.371653,3488.38133,146.88444,432.64562183686775,2631.916775382021
6092,0.162008,0.804554,1.266859,1110.601325,1320.244204,605.038431,3014.512793,89.047464,213.51469397770947,2052.411433781068
6093,0.162677,0.804419,0.825181,4868.862986,1181.272036,297.149175,1828.855563,123.158063,633.5512720911254,1342.3796599541272
6094,0.161529,0.804076,1.346179,2021.08978,1792.22754,336.500412,2076.327148,99.447135,423.4164377525892,2174.470640020481
6095,0.162631,0.805149,1.718876,2441.928225,910.33127,305.287417,2022.078611,107.928388,665.071063120262,2795.428521196241
6096,0.162836,0.80429,0.681109,2471.337548,2802.740899,514.664931,2209.647886,168.038328,246.73148375123878,1109.0926244291868
6097,0.161901,0.803384,0.885171,2234.668282,2351.851029,346.547941,1729.024372,22.84456,316.5516190037404,1433.0993858429738
6098,0.162445,0.805711,0.660707,1542.805803,1508.702025,425.330336,1471.298879,14.231224,163.27543207738177,1073.2862416185565
6099,0.162285,0.803481,1.182755,1908.89335,1205.825742,429.004002,2162.940814,72.520642,354.6313193045865,1919.4386268127082
6100,0.161624,0.803633,2.041938,2731.232937,1730.141543,883.284881,1547.436674,130.344809,880.3119555890627,3300.2634052957574
6101,0.162557,0.80571,1.591163,1725.412464,1203.3965,263.13728,2892.204811,117.41373,427.1996387577706,2586.5470935250137
6102,0.162201,0.804922,0.840862,3543.748557,763.241695,481.158889,1502.17005,147.350175,459.428061372791,1363.8904286817963
6103,0.161863,0.804666,1.319976,1977.575228,1664.807369,326.487395,1590.675916,162.865577,396.15739851971614,2136.552334170527
6104,0.16225,0.806226,1.616412,2473.74317,2054.918728,792.781869,2443.524462,162.726933,622.3701395958564,2622.635448343353
6105,0.162201,0.804415,0.186375,3759.917537,1476.184229,533.396795,2320.408263,29.551105,108.86970543258943,302.3016522439791
6106,0.161471,0.804206,0.500946,1432.641571,1585.017376,334.477775,1348.013596,88.659384,101.5679070177398,808.8822604213373
6107,0.162211,0.804559,1.465755,1893.955712,1020.743872,624.135557,2300.312643,97.920162,434.4250986737402,2377.6098843129603
6108,0.161799,0.804173,0.263513,2075.651459,1895.404805,428.70104,3432.812075,228.152822,51.58278008929429,426.3611745097461
6109,0.162273,0.803247,1.035862,2124.615503,1549.878145,915.185439,2300.753103,11.029564,355.3432181364068,1680.9301426222196
6110,0.161742,0.804405,1.362859,1368.028665,1370.702593,667.064253,1821.93461,249.333867,261.22925556416783,2204.31828843634
6111,0.162658,0.805167,1.16081,2555.223792,1574.107854,755.245407,1981.988158,29.168872,477.72037533295344,1888.1513563922722
6112,0.161995,0.804,0.952917,2601.439512,1328.511308,533.270569,1365.350514,84.307401,387.92074265607107,1543.676528174245
6113,0.162598,0.803002,1.687754,2554.244681,1501.58631,332.137374,1783.148505,118.724017,681.6457224841798,2744.2555721357
6114,0.162652,0.804012,1.417383,3017.63578,2429.577202,242.805693,2138.598204,178.752819,666.6133544067542,2305.4071867477332
6115,0.161992,0.804339,2.102906,1315.648786,1582.043894,557.947286,1994.345401,125.012332,427.92939078600983,3406.5350224220306
6116,0.161647,0.805317,0.440144,2342.617584,1948.012843,338.203823,1576.103837,174.248265,138.50599703103512,711.4809652857488
6117,0.161979,0.803481,0.736699,2179.825639,1613.544921,455.618863,2641.931164,68.435008,249.0329712862909,1193.2972896469116
6118,0.161574,0.805396,0.967209,1526.774665,1912.558081,658.786875,1487.053709,200.165513,206.25692217741997,1562.7618721800932
6119,0.161208,0.805443,1.650766,1822.595585,1613.957173,325.22141,2542.001269,92.769893,470.0691152529766,2661.1740242343612
6120,0.161764,0.803345,1.37126,1808.230114,2031.497668,435.869349,2963.212611,46.823491,393.529410222432,2218.2120713029108
6121,0.16113,0.803877,0.797265,1585.309711,1574.053726,661.727135,1087.279502,43.62654,196.6250629546979,1284.6361848430136
6122,0.161472,0.806719,0.510725,2529.48804,1447.551742,476.948949,1896.341266,117.293078,189.66181043779923,824.6781815816522
6123,0.162168,0.806004,0.455597,1919.309883,1445.24733,317.319147,1822.794722,203.931943,108.73378176835001,738.8336991526207
6124,0.16236,0.806115,1.871784,2834.158018,1203.215479,488.815441,1722.357716,95.315625,845.8354909200065,3039.036529667405
6125,0.162227,0.805932,0.988116,3040.896081,1479.146264,453.550497,1378.8826,63.969895,477.076066327283,1602.9937041270045
6126,0.162368,0.805119,1.09961,3288.174635,1864.598214,630.285855,1881.302848,106.2264,569.8271952053636,1785.4129070833785
6127,0.162313,0.804174,0.502882,1317.501767,1430.271988,336.822741,1139.554019,131.94277,86.1240000243665,816.2417332464929
6128,0.162572,0.805748,1.015593,1007.855428,1443.760599,692.333271,1543.864426,153.186647,141.50041235703102,1651.0734728785696
6129,0.161604,0.804636,0.571734,1655.524954,990.165357,543.085519,1862.169743,44.390387,145.78820565363486,923.947959176592
6130,0.161437,0.806248,1.065857,2257.92272,2441.298492,470.381451,1892.534347,10.981922,386.74508221225574,1720.6876328152323
6131,0.163,0.805655,0.833718,1940.776795,1915.59394,439.467262,1727.965671,82.3685,250.31791331526694,1358.9609224171018
6132,0.161303,0.80394,0.642784,2764.978635,1943.554365,646.641581,2086.810413,263.123287,244.23891580769688,1036.8308736072843
6133,0.161304,0.804049,1.598904,2123.744344,1984.673583,367.744736,2196.715681,92.911664,532.7462470006358,2579.09220915767
6134,0.161831,0.80356,1.639722,2779.993315,1746.389975,512.658186,1318.235835,230.548361,700.3814759014373,2653.5720799446126
6135,0.162835,0.805496,1.247993,1605.414241,1355.891223,438.145865,2698.4692,107.240854,308.7855110333688,2032.1740869013886
6136,0.162218,0.804721,0.10243,2433.852131,2940.009529,749.194057,2219.777807,111.53847,22.34731060164309,166.15992513320185
6137,0.162492,0.802728,0.471717,1587.491442,1434.750848,630.405202,2077.260307,119.821819,102.21178740004824,766.5044924428796
6138,0.162229,0.803936,0.492721,1947.93744,1487.058888,472.897354,1566.346194,59.420268,146.06570273561826,799.334563216457
6139,0.162033,0.804216,1.940251,1971.669229,856.923832,437.042271,1583.016675,67.975441,608.8470112292976,3143.83994914144
6140,0.161594,0.808783,1.529864,1680.899956,1043.192852,276.953889,2494.859852,180.387293,386.39720571645046,2472.1680377200323
6141,0.162396,0.802429,1.679477,2994.890925,1438.652511,503.980059,2064.73413,32.997733,811.4689608902778,2727.403709475762
6142,0.162064,0.804711,0.625771,1576.740163,642.737189,341.174796,2871.66346,69.188434,148.69236694900067,1014.1515523605867
6143,0.160772,0.803627,0.233068,1280.324923,1204.101514,585.282373,1292.492802,46.167842,40.552365907223574,374.7086009531755
6144,0.162573,0.80733,1.508314,1510.629472,1615.908323,347.980848,1889.040801,124.648671,350.15867546126844,2452.1114855607157
6145,0.163161,0.807076,0.0,2411.487807,2172.453574,624.869045,1031.914087,88.433292,-14.428848012992141,0.0
6146,0.162724,0.80305,1.040443,2195.031134,1232.703025,426.39796,1969.615405,79.355767,358.7162878561168,1693.0482175841132
6147,0.161977,0.804052,1.302026,1697.39653,1634.697222,369.656076,2320.950302,43.34331,350.95834666572273,2108.9885424307263
6148,0.161627,0.804658,0.439956,1736.67998,1240.978373,574.968071,2261.152027,94.102884,108.28355733697781,711.0874560796718
6149,0.162517,0.80456,1.754846,2421.389953,965.710768,444.444623,2160.305086,123.545277,670.481539665558,2851.9144046701335
6150,0.162817,0.802622,0.857589,3452.863338,740.530059,516.612773,1558.723074,29.929638,477.25082494627026,1396.3016624628299
6151,0.161839,0.803476,1.163267,1019.274112,1389.196716,537.047354,1317.879806,55.742728,182.8693947996191,1882.6216624187673
6152,0.162274,0.804903,1.266451,2551.993994,2106.063722,374.455635,1575.760452,46.605018,516.901513702343,2055.115630761408
6153,0.162749,0.804998,1.094886,4938.265495,1117.969671,603.563813,2216.695485,107.335299,862.4892329455355,1781.9170494441148
6154,0.161713,0.805727,0.718901,2667.251148,1061.707969,281.008982,2433.580732,167.450605,283.00321148714744,1162.55301210522
6155,0.161777,0.805128,0.594311,1912.669204,1856.898164,314.264766,1241.493279,81.633716,170.68883916256544,961.4590032282193
6156,0.161767,0.806723,1.1905,2495.673674,2144.023075,662.193703,2586.573527,125.132112,460.3850020917738,1925.841959891532
6157,0.162092,0.804737,1.313757,3260.495198,1263.688495,392.811639,2542.327794,20.111393,691.060415423826,2129.493428494884
6158,0.162266,0.804657,1.488985,2577.506506,1978.04085,562.068328,2018.455511,71.193349,611.2029250167747,2416.1148587864286
6159,0.161636,0.803167,0.925877,4863.081958,1415.754329,223.763551,1971.143657,36.895493,721.8224920671364,1496.5533183448147
6160,0.162592,0.804566,1.039807,4041.880514,1333.148445,746.101435,1433.537057,100.117193,667.058710021575,1690.6411511914546
6161,0.161836,0.804455,0.558688,1855.668095,1588.144833,482.814748,2265.393656,73.05706,155.9583708479993,904.1574708199536
6162,0.162565,0.803929,1.511269,1572.297429,1184.926572,732.412896,1815.530345,44.386741,379.0664866982359,2456.8013021774136
6163,0.161755,0.80461,0.576704,3606.758437,1981.8028,420.942434,1317.441253,80.719144,323.3993196785818,932.8488904909959
6164,0.162334,0.806466,1.294814,2977.965017,1709.462094,440.660073,1698.598286,127.416229,605.2623027113059,2101.926367560035
6165,0.162685,0.804777,1.506936,2792.216567,1411.595739,582.825106,1256.809953,179.928629,655.2551836520731,2451.5534319479825
6166,0.162516,0.803462,1.498509,1818.217522,998.991744,557.078598,2728.94027,128.17753,421.96232717432656,2435.314834773906
6167,0.162647,0.802673,0.319147,1440.334218,1421.245968,742.747891,2337.363068,56.038736,65.650745780233,519.08281453415
6168,0.161694,0.805208,0.227931,2684.916248,1865.709559,271.551484,1327.180018,12.636386,96.90979070754418,368.5516214258721
6169,0.161628,0.805071,0.540495,1979.91864,2246.650327,550.219645,2061.711844,96.208585,157.4138876205565,873.5908665969419
6170,0.162206,0.804011,0.470922,2525.009146,1249.313821,350.781068,2178.358079,134.525736,171.0555553116018,763.8642817441787
6171,0.16192,0.802331,2.055902,3175.580325,1428.835067,248.686771,1672.126845,88.000045,1042.8741383602946,3328.9130853728825
6172,0.162237,0.802885,1.185046,2157.804706,1732.026394,478.862327,1507.913863,55.995245,405.77045733928884,1922.5787016368738
6173,0.161824,0.802991,0.367238,2662.921948,1020.7527,641.382962,1404.225466,296.406402,110.2860033251449,594.278059580606
6174,0.16182,0.806569,0.502319,2568.11624,1008.662602,902.37908,1831.217015,88.157707,194.4847502106165,812.8544150122691
6175,0.161882,0.80464,1.782544,2970.382225,1275.321534,639.068865,2004.217192,292.967513,809.7109649729173,2885.611918718272
6176,0.162126,0.804233,1.647303,1921.478945,1781.538768,718.627085,1422.633085,160.397333,487.16534485719137,2670.7026336566114
6177,0.162381,0.803571,0.337845,1722.82233,745.846653,496.30001,2194.041751,62.347151,84.38927521195038,548.5954344964291
6178,0.16165,0.80587,1.387506,2296.385157,1380.219931,404.733029,2271.024435,41.918787,508.28117545700445,2242.9049023050875
6179,0.162321,0.803653,0.842572,1520.037122,2100.496671,485.917718,2219.80344,75.32706,195.66329563374427,1367.6667691536352
6180,0.162341,0.80423,0.898137,2763.787025,1591.321566,820.793715,2773.44763,58.363606,393.4969608550836,1458.0419805851438
6181,0.162295,0.804251,0.322555,4595.145927,1361.812265,501.178095,2144.935693,92.688365,225.50915828653896,523.4916047106416
6182,0.16198,0.803943,0.802994,1894.351315,3029.174778,624.053884,3403.736294,217.457955,211.17221677234792,1300.688015479777
6183,0.162436,0.804405,0.482167,2509.013433,1375.142964,546.279865,2377.610431,142.13246,173.42128937951966,783.2109170156024
6184,0.162928,0.80374,1.632697,3415.416322,1806.608451,565.764725,1411.410679,319.768546,856.4416725968873,2660.117489438968
6185,0.162217,0.807474,0.515694,1889.968361,1645.625187,311.536376,2435.948397,211.751088,123.75430763776424,836.5427985746853
6186,0.161747,0.804769,1.579407,1758.033562,1267.220984,518.224178,2744.235602,164.303474,422.5391261032308,2554.642413085029
6187,0.162116,0.805155,0.806132,1180.533955,1198.198384,590.563843,3581.876767,133.947166,132.5652065605764,1306.8676031378545
6188,0.1627,0.803835,0.039134,3458.80952,1586.277068,647.824073,2752.984244,43.189542,14.995366777618122,63.67014382363283
6189,0.162956,0.80543,0.669389,1854.408013,966.197963,299.823527,2025.550712,109.481481,184.43994401510778,1090.8096329099028
6190,0.162406,0.805128,0.363783,2513.882198,1042.43368,943.529378,2127.689444,57.514004,139.18088105432395,590.8053675638002
6191,0.162468,0.807221,1.216284,2617.617092,2814.763153,715.460337,1890.132762,128.191743,496.43188111227244,1976.0678030360305
6192,0.162377,0.807798,0.387023,2265.045787,1020.519291,261.932434,2476.822194,119.479779,122.94248031600019,628.4340654742176
6193,0.162424,0.803458,0.744857,1626.9637,2301.285783,469.323579,2508.506698,66.460037,186.03967957960563,1209.8265291629796
6194,0.162625,0.804605,1.129199,3524.350037,1162.591008,423.981509,2572.697032,134.998632,625.2419780117731,1836.3558558458185
6195,0.161708,0.804744,0.36578,1475.115255,1228.282609,404.852306,2909.782226,76.135951,74.94047316763844,591.4944263365337
6196,0.162208,0.803678,1.660066,3057.810258,1528.181205,460.983456,1288.902996,111.19813,805.3554643323841,2692.7525760267235
6197,0.1616,0.804065,1.066212,1663.137807,2203.573717,419.352831,2017.050728,88.46763,272.2619163313399,1722.9978212008937
6198,0.162418,0.804332,1.007853,2391.554603,1756.342605,567.196265,3413.715053,258.717353,349.4605801851365,1636.9302460135723
6199,0.161114,0.803523,0.210523,3213.443451,1057.038336,648.73478,1860.928132,212.004701,74.83733372370466,339.18201214647587
6200,0.162117,0.803339,0.703498,1630.190195,2643.473337,806.232496,1758.199135,113.727316,167.48384926249076,1140.4860964845875
6201,0.161939,0.804329,0.824691,2409.828554,1664.263371,575.073504,1993.877359,181.403369,292.4561652635007,1335.4996022338937
6202,0.162101,0.80575,0.347025,3941.032748,1779.290752,366.39115,2344.339676,104.666504,204.7294337526513,562.5328072899424
6203,0.161928,0.805243,1.391885,2050.804338,1327.766311,351.87086,2570.160261,57.103293,452.97517629765133,2253.856244143141
6204,0.162258,0.803348,0.974913,2335.252944,1556.404892,517.114331,2038.174667,310.225544,319.07130335355,1581.875414293959
6205,0.163033,0.803906,0.52449,1166.937642,658.97804,616.498596,2014.674714,9.714915,98.2002578171833,855.0937811892976
6206,0.162365,0.804858,0.783833,1601.678339,1588.151871,351.827375,1595.501662,23.73171,199.98714832628286,1272.6671435950882
6207,0.161279,0.804561,0.973013,1441.002143,2807.262873,450.004056,1699.921953,149.607178,202.00287886468007,1569.2645965947238
6208,0.161489,0.804241,1.950168,1975.752356,1685.873163,545.549811,1996.432036,13.099228,620.1108919361535,3149.313096167669
6209,0.161492,0.805794,1.152615,2759.282501,2000.035253,487.510893,2071.104383,73.142996,501.79698063801516,1861.386148163963
6210,0.162269,0.804388,0.547302,2756.304242,1333.097106,576.87039,2450.021795,115.414538,226.05874584437018,888.0982304911564
6211,0.161808,0.805309,0.61902,1955.901225,1446.519934,516.182645,1615.567573,45.683833,188.51584738616788,1001.62452356356
6212,0.162193,0.803805,0.748256,2447.195262,1616.364012,644.839421,2340.244929,50.523444,288.8023539940234,1213.6216718230858
6213,0.162284,0.803841,1.238844,3258.505189,1778.350016,452.166213,2411.000677,246.303598,615.1347040977339,2010.4491312690818
6214,0.161752,0.806583,1.147185,2316.521518,1385.274401,874.891852,3458.711236,26.973011,425.4901997111756,1855.597467787427
6215,0.161941,0.804673,1.18629,1524.517915,1543.831689,678.18525,2435.402153,103.300705,276.1454360406163,1921.0930904920758
6216,0.161508,0.803999,0.899994,1791.553663,928.786046,386.170566,1573.819765,70.250472,249.06726891115636,1453.561124835439
6217,0.161503,0.804423,0.170489,4954.130436,1753.019148,520.593625,1512.902995,56.900118,127.21973131651899,275.34455804486174
6218,0.161429,0.805348,1.219087,2158.547381,1132.339873,436.30488,1441.198507,77.601335,412.2663672558407,1967.9599437549487
6219,0.16253,0.804957,0.560645,2412.559384,901.50559,421.379324,1560.332724,87.577541,205.6019900906962,911.214676924241
6220,0.162216,0.803456,1.217618,1310.633262,2249.765258,356.704653,1562.867584,31.450208,253.77092481550542,1975.1723370795985
6221,0.162165,0.804033,0.331126,1545.144186,926.040877,372.859323,1410.104816,66.194196,72.23527693577832,536.970330797453
6222,0.162599,0.803977,0.940838,2583.147597,1566.161476,249.79733,1241.429499,120.173573,375.62723306021604,1529.789802283892
6223,0.161561,0.804669,1.317567,1313.889827,988.70303,539.983798,1857.063956,19.1709,276.5864847358474,2128.6697097058673
6224,0.162358,0.803946,1.941952,2427.611875,840.177489,709.614916,1335.787046,41.215279,758.7139641173962,3152.915853652928
6225,0.161474,0.805869,0.681731,2776.800234,1400.963756,591.705733,996.409836,152.580367,281.03716366321316,1100.8170440876795
6226,0.162594,0.803672,1.677644,2073.667675,1253.981474,436.948828,1922.158513,9.474946,564.1029840355806,2727.744461308711
6227,0.162163,0.804907,1.46865,2863.101552,1723.004379,577.455954,1494.903206,89.65237,667.3401678145017,2381.607705091727
6228,0.162587,0.803584,0.773903,2797.039817,2172.056431,623.133711,2377.416076,40.603504,345.33939791116586,1258.2623230050187
6229,0.162304,0.80467,0.960384,2241.477213,1755.075668,477.993702,1407.33414,61.798194,339.35737750351876,1558.7374591528355
6230,0.1628,0.804845,0.68256,1820.812077,1566.681469,645.886661,2567.464922,176.090134,173.66250562365454,1111.2072591090237
6231,0.162104,0.804214,0.592475,1490.631844,1503.214632,558.437522,2498.527091,99.755736,126.99342703025715,960.4265554569573
6232,0.161613,0.804529,0.230333,1895.434066,1900.517549,486.385325,2245.293368,326.745079,17.750768155170913,372.2472658836882
6233,0.162077,0.802467,0.462315,2072.158674,2522.735975,506.833491,1718.765097,41.73634,148.504024181624,749.3081508913156
6234,0.162468,0.805669,0.0,2137.816243,1086.096314,512.375809,1102.861051,105.607096,-17.157752854331044,0.0
6235,0.16298,0.807369,1.028534,2965.512842,1491.904293,712.413919,2288.391151,65.917659,486.3671164460151,1676.3049215905496
6236,0.163229,0.80515,1.719178,2008.483553,2062.906527,461.560315,1522.560801,185.523904,533.3358107641104,2806.1898506564057
6237,0.161921,0.803035,1.089153,2056.086323,1136.239638,521.501978,2500.520284,23.852946,358.7413082767022,1763.5620979974508
